sample_id,sampling_tier,source_baseline,record_id,doi,paper_title,route,formulation_label,policy_level,policy_first_verified,pipeline_status_v4,failure_reasons_v4,endpoint_kind,endpoint_value,endpoint_unit,endpoint_time,endpoint_time_unit,endpoint_normalized_value,endpoint_normalized_unit,api_name,api_concentration_value,api_concentration_unit,api_basis,api_concentration_raw,device,study_type,barrier,membrane_type,membrane_source,membrane_thickness_um,receptor_medium,dose_type,dose_amount,diffusion_area_cm2,key_table_figure_to_check,paper_link,card_path,gold_api_correct,gold_concentration_correct,gold_device_correct,gold_endpoint_kind_correct,gold_endpoint_time_correct,gold_membrane_correct,gold_endpoint_value_correct,gold_endpoint_value_note,gold_excipient_correct,gold_receptor_medium_correct,gold_dose_type_correct,gold_scope_correct,gold_value_correct,gold_keep_record,gold_notes
R2-114,tier4_claude_only_v4_verified,claude,record_201abe3c58a1,10.1186/2050-6511-13-5,Microneedle pretreatment enhances the percutaneous permeation of hydrophilic compounds with high melting points.,mixed,Ibuprofen - Control,v3,v3,verified,,amount_total,23.4,mg,6,hours,13220.33898,ug/cm^2,ibuprofen,,,,80% saturated solution,Franz diffusion cell,IVPT,"bovine udder split skin (600 um 50 um thick, Holstein Friesian cows)",bovine split skin,bovine udder (Holstein Friesian),600,phosphate buffered saline (PBS),infinite,infinite dose,1.77,"Table 1; Page 2 Methods (In-vitro permeation section): 'Franz-type diffusion cells obtained from PermeGear (Riegelsville, PA, USA) with a receptor chamber of approximately 12 ml and a diffusion area of approximately 1.77 cm2'; page(s): 2, 3, 4, 5, 6",https://doi.org/10.1186/2050-6511-13-5,gold_set_round2_record_cards\R2-114_record_201abe3c58a1.md,yes,no,yes,no,yes,yes,no,"the endpoint is not correct, it's concentration actually.",yes,yes,yes,no,no,no,"In this study, the researchers used commercially available microneedle rollers to pretreat the skin in order to evaluate the effect of physical perforation on enhancing the transdermal absorption of four nonsteroidal anti-inflammatory drugs (NSAIDs) with different physicochemical properties, including ibuprofen. The drug concentration was 23.4 mg/ml (i.e., an 80% saturated solution of ibuprofen in PBS)."
R2-115,tier4_claude_only_v4_verified,claude,record_93126011b4da,10.1186/2050-6511-13-5,Microneedle pretreatment enhances the percutaneous permeation of hydrophilic compounds with high melting points.,mixed,Ibuprofen - Control,v4,v4,verified,,flux,1.92,10-6 cm/s,6,hours,,,ibuprofen,,,,80% saturated solution,Franz diffusion cell,IVPT,"bovine udder split skin (600 um 50 um thick, Holstein Friesian cows)",bovine split skin,bovine udder (Holstein Friesian),600,phosphate buffered saline (PBS),infinite,infinite dose,1.77,"Table 1; Page 2 Methods (In-vitro permeation section): 'Franz-type diffusion cells obtained from PermeGear (Riegelsville, PA, USA) with a receptor chamber of approximately 12 ml and a diffusion area of approximately 1.77 cm2'; page(s): 2, 3, 4, 5, 6",https://doi.org/10.1186/2050-6511-13-5,gold_set_round2_record_cards\R2-115_record_93126011b4da.md,yes,no,yes,yes,yes,yes,yes,,yes,yes,yes,no,yes,no,"In this study, the researchers used commercially available microneedle rollers to pretreat the skin in order to evaluate the effect of physical perforation on enhancing the transdermal absorption of four nonsteroidal anti-inflammatory drugs (NSAIDs) with different physicochemical properties, including ibuprofen. The drug concentration was 23.4 mg/ml (i.e., an 80% saturated solution of ibuprofen in PBS)."
R2-116,tier4_claude_only_v4_verified,claude,record_e0c6a4b1b913,10.1186/2050-6511-13-5,Microneedle pretreatment enhances the percutaneous permeation of hydrophilic compounds with high melting points.,mixed,Ibuprofen - Control,v4,v4,verified,,flux,167.78,ug/cm2/h,6,hours,,,ibuprofen,,,,80% saturated solution,Franz diffusion cell,IVPT,"bovine udder split skin (600 um 50 um thick, Holstein Friesian cows)",bovine split skin,bovine udder (Holstein Friesian),600,phosphate buffered saline (PBS),infinite,infinite dose,1.77,"Table 1; Page 2 Methods (In-vitro permeation section): 'Franz-type diffusion cells obtained from PermeGear (Riegelsville, PA, USA) with a receptor chamber of approximately 12 ml and a diffusion area of approximately 1.77 cm2'; page(s): 2, 3, 4, 5, 6",https://doi.org/10.1186/2050-6511-13-5,gold_set_round2_record_cards\R2-116_record_e0c6a4b1b913.md,yes,no,yes,yes,yes,yes,yes,,yes,yes,yes,no,yes,no,"In this study, the researchers used commercially available microneedle rollers to pretreat the skin in order to evaluate the effect of physical perforation on enhancing the transdermal absorption of four nonsteroidal anti-inflammatory drugs (NSAIDs) with different physicochemical properties, including ibuprofen. The drug concentration was 23.4 mg/ml (i.e., an 80% saturated solution of ibuprofen in PBS)."
R2-117,tier4_claude_only_v4_verified,claude,record_59930f2888d3,10.1248/cpb.c21-00033,Use of Silicone Membrane Permeation to Assess Thermodynamic Activities of Ionic Liquids and Their Component Cation and Anion.,mixed,#0,v3,v3,verified,,amount_total,10,mg,8,h,10000,ug/cm^2,ibuprofen,,,,LID/IBU ratio 0/1.0 (at preparation); LID/IBU as IL 0/0; Dissolved LID/IBU 0/0; Suspended LID/IBU 0/1.0,Franz diffusion cell,IVRT,"silicone membrane (75 um, LINTEC Corporation)",silicone membrane,synthetic,75,"phosphate-buffered saline (PBS, pH 7.4)",infinite,3.0 mL,1,"Table 2; Page 3, Calculation of Steady-State Flux section and Results (Figs 3-4): fluxss calculated from cumulative permeation slope from 1 to 8 h; values reported as umol/cm2/h; page(s): 1, 2, 3, 4, 5",https://doi.org/10.1248/cpb.c21-00033,gold_set_round2_record_cards\R2-117_record_59930f2888d3.md,yes,no,yes,yes,yes,yes,no,,n/a,yes,yes,no,no,no,"In this study, ibuprofen, acting as an anion, was mixed with lidocaine (a cation) to form an ionic liquid (IL). Instead of using animal skin, the study employed a silicone membrane as a model, with the sole purpose of analyzing the diffusion behavior of the ionic liquid during transmembrane transport from the perspectives of mathematical equations and thermodynamic activity. The experiments tested mixtures with different molar ratios. The molar fraction of ibuprofen (X_{Ibu}) was set to multiple values ranging from 0 to 1.0 (e.g., 0.1, 0.3, 0.5, 0.7, 0.9, etc.)."
R2-118,tier4_claude_only_v4_verified,claude,record_68421bba5cec,10.1248/cpb.c21-00033,Use of Silicone Membrane Permeation to Assess Thermodynamic Activities of Ionic Liquids and Their Component Cation and Anion.,mixed,#1,v3,v3,verified,,amount_total,10,mg,8,h,10000,ug/cm^2,ibuprofen,0.9,molar fraction,molar fraction at preparation,LID/IBU ratio 0.1/0.9 (at preparation); LID/IBU as IL 0.1/0.1; Dissolved LID/IBU 0/0.26; Suspended LID/IBU 0/0.54,Franz diffusion cell,IVRT,"silicone membrane (75 um, LINTEC Corporation)",silicone membrane,synthetic,75,"phosphate-buffered saline (PBS, pH 7.4)",infinite,3.0 mL,1,"Table 2; Page 3, Calculation of Steady-State Flux section and Results (Figs 3-4): fluxss calculated from cumulative permeation slope from 1 to 8 h; values reported as umol/cm2/h; page(s): 1, 2, 3, 4, 5",https://doi.org/10.1248/cpb.c21-00033,gold_set_round2_record_cards\R2-118_record_68421bba5cec.md,yes,no,yes,yes,yes,yes,no,,n/a,yes,yes,no,no,no,"In this study, ibuprofen, acting as an anion, was mixed with lidocaine (a cation) to form an ionic liquid (IL). Instead of using animal skin, the study employed a silicone membrane as a model, with the sole purpose of analyzing the diffusion behavior of the ionic liquid during transmembrane transport from the perspectives of mathematical equations and thermodynamic activity. The experiments tested mixtures with different molar ratios. The molar fraction of ibuprofen (X_{Ibu}) was set to multiple values ranging from 0 to 1.0 (e.g., 0.1, 0.3, 0.5, 0.7, 0.9, etc.)."
R2-119,tier4_claude_only_v4_verified,claude,record_f7c477c76555,10.1248/cpb.c21-00033,Use of Silicone Membrane Permeation to Assess Thermodynamic Activities of Ionic Liquids and Their Component Cation and Anion.,mixed,#10,v3,v3,verified,,amount_total,10,mg,8,h,10000,ug/cm^2,ibuprofen,0,molar fraction,molar fraction at preparation,LID/IBU ratio 1.0/0 (at preparation); LID/IBU as IL 0/0; Dissolved LID/IBU 0/0; Suspended LID/IBU 1.0/0,Franz diffusion cell,IVRT,"silicone membrane (75 um, LINTEC Corporation)",silicone membrane,synthetic,75,"phosphate-buffered saline (PBS, pH 7.4)",infinite,3.0 mL,1,"Table 2; Page 3, Calculation of Steady-State Flux section and Results (Figs 3-4): fluxss calculated from cumulative permeation slope from 1 to 8 h; values reported as umol/cm2/h; page(s): 1, 2, 3, 4, 5",https://doi.org/10.1248/cpb.c21-00033,gold_set_round2_record_cards\R2-119_record_f7c477c76555.md,yes,no,yes,yes,yes,yes,no,,n/a,yes,yes,no,no,no,"In this study, ibuprofen, acting as an anion, was mixed with lidocaine (a cation) to form an ionic liquid (IL). Instead of using animal skin, the study employed a silicone membrane as a model, with the sole purpose of analyzing the diffusion behavior of the ionic liquid during transmembrane transport from the perspectives of mathematical equations and thermodynamic activity. The experiments tested mixtures with different molar ratios. The molar fraction of ibuprofen (X_{Ibu}) was set to multiple values ranging from 0 to 1.0 (e.g., 0.1, 0.3, 0.5, 0.7, 0.9, etc.)."
R2-120,tier4_claude_only_v4_verified,claude,record_680d383d11b3,10.1248/cpb.c21-00033,Use of Silicone Membrane Permeation to Assess Thermodynamic Activities of Ionic Liquids and Their Component Cation and Anion.,mixed,#2,v3,v3,verified,,amount_total,10,mg,8,h,10000,ug/cm^2,ibuprofen,0.8,molar fraction,molar fraction at preparation,LID/IBU ratio 0.2/0.8 (at preparation); LID/IBU as IL 0.2/0.2; Dissolved LID/IBU 0/0.52; Suspended LID/IBU 0/0.08,Franz diffusion cell,IVRT,"silicone membrane (75 um, LINTEC Corporation)",silicone membrane,synthetic,75,"phosphate-buffered saline (PBS, pH 7.4)",infinite,3.0 mL,1,"Table 2; Page 3, Calculation of Steady-State Flux section and Results (Figs 3-4): fluxss calculated from cumulative permeation slope from 1 to 8 h; values reported as umol/cm2/h; page(s): 1, 2, 3, 4, 5",https://doi.org/10.1248/cpb.c21-00033,gold_set_round2_record_cards\R2-120_record_680d383d11b3.md,yes,no,yes,yes,yes,yes,no,,n/a,yes,yes,no,no,no,"In this study, ibuprofen, acting as an anion, was mixed with lidocaine (a cation) to form an ionic liquid (IL). Instead of using animal skin, the study employed a silicone membrane as a model, with the sole purpose of analyzing the diffusion behavior of the ionic liquid during transmembrane transport from the perspectives of mathematical equations and thermodynamic activity. The experiments tested mixtures with different molar ratios. The molar fraction of ibuprofen (X_{Ibu}) was set to multiple values ranging from 0 to 1.0 (e.g., 0.1, 0.3, 0.5, 0.7, 0.9, etc.)."
R2-121,tier4_claude_only_v4_verified,claude,record_1a4b21f6917f,10.1248/cpb.c21-00033,Use of Silicone Membrane Permeation to Assess Thermodynamic Activities of Ionic Liquids and Their Component Cation and Anion.,mixed,#3,v3,v3,verified,,amount_total,10,mg,8,h,10000,ug/cm^2,ibuprofen,0.7,molar fraction,molar fraction at preparation,LID/IBU ratio 0.3/0.7 (at preparation); LID/IBU as IL 0.3/0.3; Dissolved LID/IBU 0/0.4; Suspended LID/IBU 0/0,Franz diffusion cell,IVRT,"silicone membrane (75 um, LINTEC Corporation)",silicone membrane,synthetic,75,"phosphate-buffered saline (PBS, pH 7.4)",infinite,3.0 mL,1,"Table 2; Page 3, Calculation of Steady-State Flux section and Results (Figs 3-4): fluxss calculated from cumulative permeation slope from 1 to 8 h; values reported as umol/cm2/h; page(s): 1, 2, 3, 4, 5",https://doi.org/10.1248/cpb.c21-00033,gold_set_round2_record_cards\R2-121_record_1a4b21f6917f.md,yes,no,yes,yes,yes,yes,no,,n/a,yes,yes,no,no,no,"In this study, ibuprofen, acting as an anion, was mixed with lidocaine (a cation) to form an ionic liquid (IL). Instead of using animal skin, the study employed a silicone membrane as a model, with the sole purpose of analyzing the diffusion behavior of the ionic liquid during transmembrane transport from the perspectives of mathematical equations and thermodynamic activity. The experiments tested mixtures with different molar ratios. The molar fraction of ibuprofen (X_{Ibu}) was set to multiple values ranging from 0 to 1.0 (e.g., 0.1, 0.3, 0.5, 0.7, 0.9, etc.)."
R2-122,tier4_claude_only_v4_verified,claude,record_c823d905d9ab,10.1248/cpb.c21-00033,Use of Silicone Membrane Permeation to Assess Thermodynamic Activities of Ionic Liquids and Their Component Cation and Anion.,mixed,#4,v3,v3,verified,,amount_total,10,mg,8,h,10000,ug/cm^2,ibuprofen,0.6,molar fraction,molar fraction at preparation,LID/IBU ratio 0.4/0.6 (at preparation); LID/IBU as IL 0.4/0.4; Dissolved LID/IBU 0/0.2; Suspended LID/IBU 0/0,Franz diffusion cell,IVRT,"silicone membrane (75 um, LINTEC Corporation)",silicone membrane,synthetic,75,"phosphate-buffered saline (PBS, pH 7.4)",infinite,3.0 mL,1,"Table 2; Page 3, Calculation of Steady-State Flux section and Results (Figs 3-4): fluxss calculated from cumulative permeation slope from 1 to 8 h; values reported as umol/cm2/h; page(s): 1, 2, 3, 4, 5",https://doi.org/10.1248/cpb.c21-00033,gold_set_round2_record_cards\R2-122_record_c823d905d9ab.md,yes,no,yes,yes,yes,yes,no,,n/a,yes,yes,no,no,no,"In this study, ibuprofen, acting as an anion, was mixed with lidocaine (a cation) to form an ionic liquid (IL). Instead of using animal skin, the study employed a silicone membrane as a model, with the sole purpose of analyzing the diffusion behavior of the ionic liquid during transmembrane transport from the perspectives of mathematical equations and thermodynamic activity. The experiments tested mixtures with different molar ratios. The molar fraction of ibuprofen (X_{Ibu}) was set to multiple values ranging from 0 to 1.0 (e.g., 0.1, 0.3, 0.5, 0.7, 0.9, etc.)."
R2-123,tier4_claude_only_v4_verified,claude,record_7490da0d3c66,10.1248/cpb.c21-00033,Use of Silicone Membrane Permeation to Assess Thermodynamic Activities of Ionic Liquids and Their Component Cation and Anion.,mixed,#5,v3,v3,verified,,amount_total,10,mg,8,h,10000,ug/cm^2,ibuprofen,0.5,molar fraction,molar fraction at preparation,LID/IBU ratio 0.5/0.5 (at preparation); LID/IBU as IL 0.5/0.5; Dissolved LID/IBU 0/0; Suspended LID/IBU 0/0,Franz diffusion cell,IVRT,"silicone membrane (75 um, LINTEC Corporation)",silicone membrane,synthetic,75,"phosphate-buffered saline (PBS, pH 7.4)",infinite,3.0 mL,1,"Table 2; Page 3, Calculation of Steady-State Flux section and Results (Figs 3-4): fluxss calculated from cumulative permeation slope from 1 to 8 h; values reported as umol/cm2/h; page(s): 1, 2, 3, 4, 5",https://doi.org/10.1248/cpb.c21-00033,gold_set_round2_record_cards\R2-123_record_7490da0d3c66.md,yes,no,yes,yes,yes,yes,no,,n/a,yes,yes,no,no,no,"In this study, ibuprofen, acting as an anion, was mixed with lidocaine (a cation) to form an ionic liquid (IL). Instead of using animal skin, the study employed a silicone membrane as a model, with the sole purpose of analyzing the diffusion behavior of the ionic liquid during transmembrane transport from the perspectives of mathematical equations and thermodynamic activity. The experiments tested mixtures with different molar ratios. The molar fraction of ibuprofen (X_{Ibu}) was set to multiple values ranging from 0 to 1.0 (e.g., 0.1, 0.3, 0.5, 0.7, 0.9, etc.)."
R2-124,tier4_claude_only_v4_verified,claude,record_1781048540af,10.1248/cpb.c21-00033,Use of Silicone Membrane Permeation to Assess Thermodynamic Activities of Ionic Liquids and Their Component Cation and Anion.,mixed,#6,v3,v3,verified,,amount_total,10,mg,8,h,10000,ug/cm^2,ibuprofen,0.4,molar fraction,molar fraction at preparation,LID/IBU ratio 0.6/0.4 (at preparation); LID/IBU as IL 0.4/0.4; Dissolved LID/IBU 0.2/0; Suspended LID/IBU 0/0,Franz diffusion cell,IVRT,"silicone membrane (75 um, LINTEC Corporation)",silicone membrane,synthetic,75,"phosphate-buffered saline (PBS, pH 7.4)",infinite,3.0 mL,1,"Table 2; Page 3, Calculation of Steady-State Flux section and Results (Figs 3-4): fluxss calculated from cumulative permeation slope from 1 to 8 h; values reported as umol/cm2/h; page(s): 1, 2, 3, 4, 5",https://doi.org/10.1248/cpb.c21-00033,gold_set_round2_record_cards\R2-124_record_1781048540af.md,yes,no,yes,yes,yes,yes,no,,n/a,yes,yes,no,no,no,"In this study, ibuprofen, acting as an anion, was mixed with lidocaine (a cation) to form an ionic liquid (IL). Instead of using animal skin, the study employed a silicone membrane as a model, with the sole purpose of analyzing the diffusion behavior of the ionic liquid during transmembrane transport from the perspectives of mathematical equations and thermodynamic activity. The experiments tested mixtures with different molar ratios. The molar fraction of ibuprofen (X_{Ibu}) was set to multiple values ranging from 0 to 1.0 (e.g., 0.1, 0.3, 0.5, 0.7, 0.9, etc.)."
R2-125,tier4_claude_only_v4_verified,claude,record_b0d3bc96b995,10.1248/cpb.c21-00033,Use of Silicone Membrane Permeation to Assess Thermodynamic Activities of Ionic Liquids and Their Component Cation and Anion.,mixed,#7,v3,v3,verified,,amount_total,10,mg,8,h,10000,ug/cm^2,ibuprofen,0.3,molar fraction,molar fraction at preparation,LID/IBU ratio 0.7/0.3 (at preparation); LID/IBU as IL 0.3/0.3; Dissolved LID/IBU 0.4/0; Suspended LID/IBU 0/0,Franz diffusion cell,IVRT,"silicone membrane (75 um, LINTEC Corporation)",silicone membrane,synthetic,75,"phosphate-buffered saline (PBS, pH 7.4)",infinite,3.0 mL,1,"Table 2; Page 3, Calculation of Steady-State Flux section and Results (Figs 3-4): fluxss calculated from cumulative permeation slope from 1 to 8 h; values reported as umol/cm2/h; page(s): 1, 2, 3, 4, 5",https://doi.org/10.1248/cpb.c21-00033,gold_set_round2_record_cards\R2-125_record_b0d3bc96b995.md,yes,no,yes,yes,yes,yes,no,,n/a,yes,yes,no,no,no,"In this study, ibuprofen, acting as an anion, was mixed with lidocaine (a cation) to form an ionic liquid (IL). Instead of using animal skin, the study employed a silicone membrane as a model, with the sole purpose of analyzing the diffusion behavior of the ionic liquid during transmembrane transport from the perspectives of mathematical equations and thermodynamic activity. The experiments tested mixtures with different molar ratios. The molar fraction of ibuprofen (X_{Ibu}) was set to multiple values ranging from 0 to 1.0 (e.g., 0.1, 0.3, 0.5, 0.7, 0.9, etc.)."
R2-126,tier4_claude_only_v4_verified,claude,record_b2c674a09bff,10.1248/cpb.c21-00033,Use of Silicone Membrane Permeation to Assess Thermodynamic Activities of Ionic Liquids and Their Component Cation and Anion.,mixed,#8,v3,v3,verified,,amount_total,10,mg,8,h,10000,ug/cm^2,ibuprofen,0.2,molar fraction,molar fraction at preparation,LID/IBU ratio 0.8/0.2 (at preparation); LID/IBU as IL 0.2/0.2; Dissolved LID/IBU 0.38/0; Suspended LID/IBU 0.22/0,Franz diffusion cell,IVRT,"silicone membrane (75 um, LINTEC Corporation)",silicone membrane,synthetic,75,"phosphate-buffered saline (PBS, pH 7.4)",infinite,3.0 mL,1,"Table 2; Page 3, Calculation of Steady-State Flux section and Results (Figs 3-4): fluxss calculated from cumulative permeation slope from 1 to 8 h; values reported as umol/cm2/h; page(s): 1, 2, 3, 4, 5",https://doi.org/10.1248/cpb.c21-00033,gold_set_round2_record_cards\R2-126_record_b2c674a09bff.md,yes,no,yes,yes,yes,yes,no,,n/a,yes,yes,no,no,no,"In this study, ibuprofen, acting as an anion, was mixed with lidocaine (a cation) to form an ionic liquid (IL). Instead of using animal skin, the study employed a silicone membrane as a model, with the sole purpose of analyzing the diffusion behavior of the ionic liquid during transmembrane transport from the perspectives of mathematical equations and thermodynamic activity. The experiments tested mixtures with different molar ratios. The molar fraction of ibuprofen (X_{Ibu}) was set to multiple values ranging from 0 to 1.0 (e.g., 0.1, 0.3, 0.5, 0.7, 0.9, etc.)."
R2-127,tier4_claude_only_v4_verified,claude,record_42659813bb90,10.1248/cpb.c21-00033,Use of Silicone Membrane Permeation to Assess Thermodynamic Activities of Ionic Liquids and Their Component Cation and Anion.,mixed,#9,v3,v3,verified,,amount_total,10,mg,8,h,10000,ug/cm^2,ibuprofen,0.1,molar fraction,molar fraction at preparation,LID/IBU ratio 0.9/0.1 (at preparation); LID/IBU as IL 0.1/0.1; Dissolved LID/IBU 0.19/0; Suspended LID/IBU 0.61/0,Franz diffusion cell,IVRT,"silicone membrane (75 um, LINTEC Corporation)",silicone membrane,synthetic,75,"phosphate-buffered saline (PBS, pH 7.4)",infinite,3.0 mL,1,"Table 2; Page 3, Calculation of Steady-State Flux section and Results (Figs 3-4): fluxss calculated from cumulative permeation slope from 1 to 8 h; values reported as umol/cm2/h; page(s): 1, 2, 3, 4, 5",https://doi.org/10.1248/cpb.c21-00033,gold_set_round2_record_cards\R2-127_record_42659813bb90.md,yes,no,yes,yes,yes,yes,no,,n/a,yes,yes,no,no,no,"In this study, ibuprofen, acting as an anion, was mixed with lidocaine (a cation) to form an ionic liquid (IL). Instead of using animal skin, the study employed a silicone membrane as a model, with the sole purpose of analyzing the diffusion behavior of the ionic liquid during transmembrane transport from the perspectives of mathematical equations and thermodynamic activity. The experiments tested mixtures with different molar ratios. The molar fraction of ibuprofen (X_{Ibu}) was set to multiple values ranging from 0 to 1.0 (e.g., 0.1, 0.3, 0.5, 0.7, 0.9, etc.)."
R2-128,tier4_claude_only_v4_verified,claude,record_625975cc9b8d,10.1248/cpb.c21-00033,Use of Silicone Membrane Permeation to Assess Thermodynamic Activities of Ionic Liquids and Their Component Cation and Anion.,mixed,ibuprofen-suspended aqueous solution (Av=1),v4,v4,verified,,flux,2.35,umol/cm2/h,8,h,,,ibuprofen,,,,"~3x solubility in water, stirred 37 degrees C 24h (suspended solution)",Franz diffusion cell,IVRT,"silicone membrane (75 um, LINTEC Corporation)",silicone membrane,synthetic,75,"phosphate-buffered saline (PBS, pH 7.4)",infinite,3.0 mL,1,"in-text (suspended aqueous solution reference); page(s): 1, 2, 3, 4, 5",https://doi.org/10.1248/cpb.c21-00033,gold_set_round2_record_cards\R2-128_record_625975cc9b8d.md,yes,no,yes,yes,yes,yes,no,,n/a,yes,yes,no,no,no,"In this study, ibuprofen, acting as an anion, was mixed with lidocaine (a cation) to form an ionic liquid (IL). Instead of using animal skin, the study employed a silicone membrane as a model, with the sole purpose of analyzing the diffusion behavior of the ionic liquid during transmembrane transport from the perspectives of mathematical equations and thermodynamic activity. The experiments tested mixtures with different molar ratios. The molar fraction of ibuprofen (X_{Ibu}) was set to multiple values ranging from 0 to 1.0 (e.g., 0.1, 0.3, 0.5, 0.7, 0.9, etc.)."
R2-129,tier4_claude_only_v4_verified,claude,record_efda20e2468c,10.1248/cpb.c21-00033,Use of Silicone Membrane Permeation to Assess Thermodynamic Activities of Ionic Liquids and Their Component Cation and Anion.,mixed,text_1,v4,v4,verified,,jss,1.18,umol/cm2/h,8,h,,,ibuprofen,,,,"molar fraction of ibuprofen = 0.5 (equimolar with lidocaine); 100% IL, no free ibuprofen",Franz diffusion cell,IVPT,silicone membrane,silicone,"LINTEC Corporation (Tokyo, Japan)",75,"Phosphate-buffered saline (PBS, pH 7.4), approx. 3 mL",finite,3.0 mL,1,"page 2; page 3; page 4; Page 3, Calculation of Steady-State Flux section and Results (Figs 3-4): fluxss calculated from cumulative permeation slope from 1 to 8 h; values reported as umol/cm2/h; page(s): 1, 2, 3, 4, 5, 6, 7",https://doi.org/10.1248/cpb.c21-00033,gold_set_round2_record_cards\R2-129_record_efda20e2468c.md,yes,no,yes,yes,yes,yes,no,,n/a,yes,yes,no,no,no,"In this study, ibuprofen, acting as an anion, was mixed with lidocaine (a cation) to form an ionic liquid (IL). Instead of using animal skin, the study employed a silicone membrane as a model, with the sole purpose of analyzing the diffusion behavior of the ionic liquid during transmembrane transport from the perspectives of mathematical equations and thermodynamic activity. The experiments tested mixtures with different molar ratios. The molar fraction of ibuprofen (X_{Ibu}) was set to multiple values ranging from 0 to 1.0 (e.g., 0.1, 0.3, 0.5, 0.7, 0.9, etc.)."
R2-130,tier4_claude_only_v4_verified,claude,record_dd3d59a50f07,10.1248/cpb.c21-00033,Use of Silicone Membrane Permeation to Assess Thermodynamic Activities of Ionic Liquids and Their Component Cation and Anion.,mixed,text_2,v4,v4,verified,,jss,2.35,umol/cm2/h,8,h,,,ibuprofen,,,,approximately 3x solubility in water; suspended (activity = 1.0),Franz diffusion cell,IVPT,silicone membrane,silicone,"LINTEC Corporation (Tokyo, Japan)",75,"Phosphate-buffered saline (PBS, pH 7.4), approx. 3 mL",finite,3.0 mL,1,"page 2; page 5; page 3; Page 3, Calculation of Steady-State Flux section and Results (Figs 3-4): fluxss calculated from cumulative permeation slope from 1 to 8 h; values reported as umol/cm2/h; page(s): 1, 2, 3, 4, 5, 6, 7",https://doi.org/10.1248/cpb.c21-00033,gold_set_round2_record_cards\R2-130_record_dd3d59a50f07.md,yes,no,yes,yes,yes,yes,no,,n/a,yes,yes,no,no,no,"In this study, ibuprofen, acting as an anion, was mixed with lidocaine (a cation) to form an ionic liquid (IL). Instead of using animal skin, the study employed a silicone membrane as a model, with the sole purpose of analyzing the diffusion behavior of the ionic liquid during transmembrane transport from the perspectives of mathematical equations and thermodynamic activity. The experiments tested mixtures with different molar ratios. The molar fraction of ibuprofen (X_{Ibu}) was set to multiple values ranging from 0 to 1.0 (e.g., 0.1, 0.3, 0.5, 0.7, 0.9, etc.)."
